,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,XY (CABA),pos x,pos y,VICTIMA,ACUSADO
0,2016-0001,1,2016-01-01,2016,1,1,4,AVENIDA,Point (98896.78238426 93532.43437792),-58.47533969,-34.68757022,MOTO,AUTO
1,2016-0002,1,2016-01-02,2016,1,2,1,GRAL PAZ,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,AUTO,PASAJEROS
2,2016-0003,1,2016-01-03,2016,1,3,7,AVENIDA,Point (106684.29090040 99706.57687843),-58.39040293,-34.63189362,MOTO,AUTO
3,2016-0004,1,2016-01-10,2016,1,10,0,AVENIDA,Point (99840.65224780 94269.16534422),-58.46503904,-34.68092974,MOTO,SD
4,2016-0005,1,2016-01-21,2016,1,21,5,AVENIDA,Point (106980.32827929 100752.16915795),-58.38718297,-34.6224663,MOTO,PASAJEROS
5,2016-0008,1,2016-01-24,2016,1,24,18,AVENIDA,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO,OBJETO FIJO
6,2016-0009,1,2016-01-24,2016,1,24,19,CALLE,Point (96545.87592078 102330.67262199),-58.50095869,-34.6082544,MOTO,AUTO
7,2016-0010,1,2016-01-29,2016,1,29,15,GRAL PAZ,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,MOTO,AUTO
8,2016-0012,1,2016-02-08,2016,2,8,1,AVENIDA,Point (107595.35084333 101797.50052813),-58.38048577,-34.61303893,MOTO,CARGAS
9,2016-0013,1,2016-02-10,2016,2,10,11,AVENIDA,Point (106616.41069662 100496.44662323),-58.39114932,-34.62477387,PEATON,AUTO
10,2016-0015,1,2016-02-14,2016,2,14,5,AVENIDA,Point (102357.43746828 103343.52002839),-58.4376002,-34.59912758,PEATON,AUTO
11,2016-0016,1,2016-02-14,2016,2,14,22,AVENIDA,Point (108661.59115206 98481.75445555),-58.36882665,-34.64291993,MOTO,AUTO
12,2016-0017,1,2016-02-15,2016,2,15,16,AVENIDA,Point (101228.61094416 96623.72136186),-58.44989671,-34.65970435,PEATON,MOTO
13,2016-0019,1,2016-02-17,2016,2,17,9,CALLE,Point (95727.37083199 97179.35560349),-58.50990884,-34.65468721,PEATON,PASAJEROS
14,2016-0020,1,2016-02-17,2016,2,17,16,CALLE,Point (107684.31807562 102519.17333314),-58.37952223,-34.60653282,PEATON,AUTO
15,2016-0021,1,2016-02-17,2016,2,17,23,AVENIDA,Point (101074.94198885 99848.19369046),-58.45157703,-34.63063795,AUTO,AUTO
16,2016-0022,1,2016-02-21,2016,2,21,6,AVENIDA,Point (107507.39502374 102046.08333077),-58.38144696,-34.61079875,MOTO,AUTO
17,2016-0025,1,2016-02-28,2016,2,28,4,GRAL PAZ,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,AUTO,AUTO
18,2016-0026,1,2016-02-28,2016,2,28,7,CALLE,Point (97350.75566590 109083.19420265),-58.49216191,-34.54738649,AUTO,OBJETO FIJO
19,2016-0027,1,2016-02-28,2016,2,28,9,AVENIDA,Point (101679.82794245 98973.02976850),-58.44497874,-34.63852623,AUTO,AUTO
20,2016-0028,1,2016-03-02,2016,3,2,10,AVENIDA,Point (107457.87314266 103212.28518029),-58.38199706,-34.60028648,PEATON,CARGAS
21,2016-0029,1,2016-03-04,2016,3,4,17,AVENIDA,Point (99037.31284333 109733.12041651),-58.47378664,-34.54153077,PEATON,PASAJEROS
22,2016-0031,1,2016-03-08,2016,3,8,12,GRAL PAZ,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,MOTO,PASAJEROS
23,2016-0034,1,2016-03-12,2016,3,12,12,AVENIDA,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,PEATON,PASAJEROS
24,2016-0035,1,2016-03-13,2016,3,13,6,AVENIDA,Point (106513.41423248 102752.75354401),-58.39228965,-34.60443527,MOTO,PASAJEROS
25,2016-0036,1,2016-03-14,2016,3,14,0,CALLE,Point (107808.84957181 99174.17105826),-58.37813396,-34.63668504,MOTO,PASAJEROS
26,2016-0037,1,2016-03-19,2016,3,19,11,AVENIDA,Point (100049.60313526 98412.21255444),-58.46275892,-34.64358293,MOTO,MOTO
27,2016-0038,1,2016-03-21,2016,3,21,8,GRAL PAZ,Point (96926.79887463 94490.76318635),-58.49683458,-34.67892743,PEATON,PASAJEROS
28,2016-0039,1,2016-03-23,2016,3,23,1,AVENIDA,Point (105252.60308563 102264.96028996),-58.40603217,-34.6088396,MOTO,PASAJEROS
29,2016-0041,2,2016-03-29,2016,3,29,11,AVENIDA,Point (100232.38564985 99530.25843190),-58.4607655,-34.63350444,MOTO,CARGAS
30,2016-0043,1,2016-03-30,2016,3,30,18,AVENIDA,Point (98623.04338909 94933.06478837),-58.47832463,-34.67494416,PEATON,CARGAS
31,2016-0044,1,2016-03-31,2016,3,31,19,AVENIDA,Point (102857.73817324 99148.76714504),-58.43213235,-34.63693953,MOTO,MULTIPLE
32,2016-0045,1,2016-04-11,2016,4,11,10,GRAL PAZ,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,MOTO,SD
33,2016-0047,1,2016-04-15,2016,4,15,5,CALLE,Point (107412.19098904 100391.02557777),-58.38247061,-34.62571878,PEATON,PASAJEROS
34,2016-0048,1,2016-04-15,2016,4,15,17,AVENIDA,Point (101440.29935254 104167.40204334),-58.44759966,-34.5917024,PEATON,PASAJEROS
35,2016-0049,1,2016-04-17,2016,4,17,0,AUTOPISTA,Point (. .),-58.37714647568196,-34.63657525428238,SD,SD
36,2016-0050,1,2016-04-19,2016,4,19,9,AVENIDA,Point (99106.14718950 93761.32882893),-58.47305463,-34.68550712,PEATON,PASAJEROS
37,2016-0051,1,2016-04-20,2016,4,20,4,AVENIDA,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,MOTO,CARGAS
38,2016-0052,1,2016-04-20,2016,4,20,20,AUTOPISTA,Point (. .),,,MOTO,SD
39,2016-0053,1,2016-04-22,2016,4,22,9,AVENIDA,Point (98073.80557770 105955.73972818),-58.4842918,-34.57558053,PEATON,PASAJEROS
40,2016-0054,1,2016-04-23,2016,4,23,21,AUTOPISTA,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,MOTO,MOTO
41,2016-0055,1,2016-04-25,2016,4,25,20,AVENIDA,Point (105787.74102401 105502.98340149),-58.40021959,-34.57964781,PEATON,CARGAS
42,2016-0056,1,2016-04-26,2016,4,26,4,AVENIDA,Point (103094.06446966 105842.29634122),-58.42957885,-34.57660058,MOTO,OBJETO FIJO
43,2016-0058,1,2016-05-04,2016,5,4,14,CALLE,Point (107411.76356149 100408.31441284),-58.38247542,-34.62556293,PEATON,MOTO
44,2016-0059,1,2016-05-08,2016,5,8,16,CALLE,Point (107434.83290791 100217.70308007),-58.38222219,-34.62728101,PEATON,PASAJEROS
45,2016-0064,1,2016-05-14,2016,5,14,18,AVENIDA,Point (97106.70264812 99970.19547024),-58.49485242,-34.62953445,PEATON,PASAJEROS
46,2016-0065,1,2016-05-20,2016,5,20,14,AVENIDA,Point (101010.75965434 102062.18185970),-58.45227946,-34.61068024,PEATON,AUTO
47,2016-0067,1,2016-05-21,2016,5,21,17,AVENIDA,Point (98052.13008621 94912.60873025),-58.48455411,-34.6751276,MOTO,PASAJEROS
48,2016-0068,1,2016-05-22,2016,5,22,22,AVENIDA,Point (106673.12856878 104998.99234220),-58.39056593,-34.58418569,MOTO,PASAJEROS
49,2016-0069,1,2016-05-23,2016,5,23,3,AVENIDA,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,AUTO,CARGAS
50,2016-0073,1,2016-06-11,2016,6,11,15,CALLE,Point (97531.24792840 101000.15957301),-58.49021952,-34.62025108,MOTO,CARGAS
51,2016-0074,1,2016-06-12,2016,6,12,6,GRAL PAZ,Point (96731.44252651 94668.88351657),-58.49896559,-34.67732118,AUTO,AUTO
52,2016-0075,1,2016-06-12,2016,6,12,23,AUTOPISTA,Point (98963.32962830 95620.61360192),-58.47461076,-34.66874679,PEATON,AUTO
53,2016-0076,1,2016-06-13,2016,6,13,16,AVENIDA,Point (100109.22264405 102851.86942760),-58.46210891,-34.60356211,PEATON,PASAJEROS
54,2016-0077,1,2016-06-13,2016,6,13,21,AVENIDA,Point (108532.37320501 102648.40418720),-58.3702777,-34.60536123,PEATON,PASAJEROS
55,2016-0078,1,2016-06-13,2016,6,13,23,AVENIDA,Point (105354.74322032 101621.63182427),-58.40491455,-34.6146383,MOTO,MOTO
56,2016-0079,1,2016-06-16,2016,6,16,17,AVENIDA,Point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,AUTO,AUTO
57,2016-0080,1,2016-06-18,2016,6,18,6,GRAL PAZ,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,AUTO,SD
58,2016-0081,1,2016-06-22,2016,6,22,7,AVENIDA,Point (97805.54034401 107789.89169078),-58.4872106,-34.55904606,MOTO,AUTO
59,2016-0082,1,2016-06-27,2016,6,27,18,AVENIDA,Point (103719.51591058 98555.13443768),-58.42273092,-34.64228803,PEATON,AUTO
60,2016-0083,1,2016-06-28,2016,6,28,20,AVENIDA,Point (101413.41644585 100430.31523295),-58.44788671,-34.62539009,PEATON,MOTO
61,2016-0084,1,2016-06-29,2016,6,29,22,CALLE,Point (107539.54864414 103093.65031518),-58.38110563,-34.60135531,PEATON,PASAJEROS
62,2016-0085,1,2016-06-29,2016,6,29,22,AVENIDA,Point (103621.92252760 96885.28433165),-58.42378834,-34.657341,MOTO,OTRO
63,2016-0086,1,2016-06-30,2016,6,30,16,AVENIDA,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,PEATON,PASAJEROS
64,2016-0087,1,2016-07-02,2016,7,3,0,AUTOPISTA,Point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,MOTO,OBJETO FIJO
65,2016-0088,1,2016-07-11,2016,7,11,15,CALLE,Point (96492.89040317 106832.19475660),-58.5015175,-34.56767549,PEATON,AUTO
66,2016-0089,1,2016-07-14,2016,7,14,6,AUTOPISTA,Point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,PEATON,AUTO
67,2016-0090,1,2016-07-14,2016,7,14,22,AVENIDA,Point (103997.04813615 102012.34139150),-58.41971993,-34.6111224,PEATON,PASAJEROS
68,2016-0092,1,2016-07-15,2016,7,15,11,GRAL PAZ,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,MOTO,CARGAS
69,2016-0093,1,2016-07-17,2016,7,17,3,AVENIDA,Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,AUTO,AUTO
70,2016-0095,1,2016-07-23,2016,7,23,6,AVENIDA,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,MOTO,AUTO
71,2016-0096,1,2016-07-25,2016,7,25,7,AUTOPISTA,Point (. .),-58.47433193007387,-34.66684950051973,MOTO,CARGAS
72,2016-0097,1,2016-07-26,2016,7,26,18,CALLE,Point (106687.13301820 101510.97040757),-58.39038605,-34.6156281,PEATON,AUTO
73,2016-0098,1,2016-07-27,2016,7,27,16,AVENIDA,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,MOTO,CARGAS
74,2016-0099,1,2016-07-29,2016,7,29,16,GRAL PAZ,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,CARGAS,CARGAS
75,2016-0100,1,2016-08-03,2016,8,3,23,GRAL PAZ,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,MOTO,OBJETO FIJO
76,2016-0101,1,2016-08-07,2016,8,7,19,GRAL PAZ,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,SD,SD
77,2016-0102,1,2016-08-10,2016,8,10,23,AVENIDA,Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,MOTO,CARGAS
78,2016-0104,1,2016-08-14,2016,8,14,21,AVENIDA,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,MOTO,PASAJEROS
79,2016-0105,1,2016-08-17,2016,8,17,0,AVENIDA,Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,PEATON,PASAJEROS
80,2016-0106,1,2016-08-19,2016,8,19,21,AVENIDA,Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,PEATON,PASAJEROS
81,2016-0107,1,2016-08-20,2016,8,20,8,AUTOPISTA,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,MOTO,AUTO
82,2016-0109,1,2016-08-24,2016,8,24,5,AUTOPISTA,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,AUTO,OBJETO FIJO
83,2016-0110,1,2016-08-24,2016,8,24,20,AVENIDA,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,PEATON,SD
84,2016-0111,1,2016-08-25,2016,8,25,9,AUTOPISTA,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,MOTO,CARGAS
85,2016-0112,1,2016-08-27,2016,8,27,4,AUTOPISTA,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,MOTO,OBJETO FIJO
86,2016-0113,1,2016-08-27,2016,8,27,16,AVENIDA,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,PEATON,PASAJEROS
87,2016-0114,1,2016-08-31,2016,8,31,11,CALLE,Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,BICICLETA,CARGAS
88,2016-0115,1,2016-09-02,2016,9,2,11,CALLE,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,SD,CARGAS
89,2016-0116,1,2016-09-02,2016,9,2,20,AVENIDA,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO,AUTO
90,2016-0117,1,2016-09-03,2016,9,3,15,AVENIDA,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,AUTO,AUTO
91,2016-0118,1,2016-09-04,2016,9,4,3,AUTOPISTA,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,AUTO,AUTO
92,2016-0119,1,2016-09-04,2016,9,4,6,AVENIDA,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,SD,SD
93,2016-0122,1,2016-09-13,2016,9,13,7,AVENIDA,Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,BICICLETA,PASAJEROS
94,2016-0123,1,2016-09-14,2016,9,14,9,AVENIDA,Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,MOTO,AUTO
95,2016-0124,1,2016-09-16,2016,9,16,15,AVENIDA,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,PEATON,PASAJEROS
96,2016-0125,1,2016-09-17,2016,9,17,12,AUTOPISTA,Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,MOTO,MOTO
97,2016-0126,2,2016-09-18,2016,9,18,22,CALLE,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,AUTO,CARGAS
98,2016-0127,1,2016-09-24,2016,9,24,10,AVENIDA,Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,PEATON,PASAJEROS
99,2016-0128,1,2016-10-02,2016,10,2,11,AVENIDA,Point (104049.28528337 99858.37522846),-58.41914024,-34.6305389,PEATON,PASAJEROS
100,2016-0130,1,2016-10-04,2016,10,4,12,AUTOPISTA,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,MOTO,CARGAS
101,2016-0131,1,2016-10-09,2016,10,9,19,CALLE,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,PEATON,AUTO
102,2016-0132,1,2016-10-10,2016,10,10,2,AVENIDA,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,AUTO,PASAJEROS
103,2016-0133,1,2016-10-14,2016,10,14,0,AVENIDA,Point (105619.82089682 105083.85914124),-58.40204698,-34.5834269,MOTO,AUTO
104,2016-0134,1,2016-10-23,2016,10,23,5,AVENIDA,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,MOTO,OBJETO FIJO
105,2016-0135,1,2016-10-24,2016,10,24,5,AVENIDA,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,PEATON,SD
106,2016-0136,1,2016-10-25,2016,10,25,0,AUTOPISTA,Point (. .),,,MOTO,CARGAS
107,2016-0137,1,2016-10-25,2016,10,25,0,AVENIDA,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,MOTO,MOTO
108,2016-0138,1,2016-10-27,2016,10,27,20,AVENIDA,Point (100385.69739031 107770.04028070),-58.4590967,-34.55922742,BICICLETA,CARGAS
109,2016-0139,1,2016-10-28,2016,10,28,23,AVENIDA,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,MOTO,MOTO
110,2016-0140,1,2016-10-31,2016,10,31,2,AVENIDA,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,PASAJEROS,PASAJEROS
111,2016-0142,1,2016-11-05,2016,11,5,23,AVENIDA,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,MOTO,PASAJEROS
112,2016-0143,1,2016-11-06,2016,11,6,4,AVENIDA,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO,SD
113,2016-0144,1,2016-11-07,2016,11,7,12,AVENIDA,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,PEATON,PASAJEROS
114,2016-0145,1,2016-11-07,2016,11,7,20,AVENIDA,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,MOTO,AUTO
115,2016-0146,1,2016-11-09,2016,11,9,20,AVENIDA,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON,PASAJEROS
116,2016-0147,1,2016-11-16,2016,11,16,21,AVENIDA,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOVIL,PASAJEROS
117,2016-0148,1,2016-11-16,2016,11,16,22,AVENIDA,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,MOTO,MOTO
118,2016-0150,1,2016-11-18,2016,11,18,18,AVENIDA,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,CARGAS,CARGAS
119,2016-0151,1,2016-11-18,2016,11,18,20,CALLE,Point (. .),,,PEATON,SD
120,2016-0152,1,2016-11-23,2016,11,23,21,AVENIDA,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,MOTO,AUTO
121,2016-0153,1,2016-11-25,2016,11,25,15,AVENIDA,Point (103130.82393478 103817.27945358),-58.4291709,-34.59485488,PEATON,MOTO
122,2016-0154,1,2016-11-26,2016,11,26,14,GRAL PAZ,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,MOTO,MOTO
123,2016-0155,1,2016-11-26,2016,11,26,16,CALLE,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,PEATON,AUTO
124,2016-0156,1,2016-11-26,2016,11,26,19,AVENIDA,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,MOTO,PASAJEROS
125,2016-0157,1,2016-12-03,2016,12,3,6,AVENIDA,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,MOTO,MOTO
126,2016-0159,1,2016-12-04,2016,12,4,7,AVENIDA,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,AUTO,SD
127,2016-0160,1,2016-12-06,2016,12,6,5,AUTOPISTA,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,CARGAS,OBJETO FIJO
128,2016-0161,1,2016-12-06,2016,12,6,7,AVENIDA,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON,PASAJEROS
129,2016-0162,1,2016-12-07,2016,12,7,5,AVENIDA,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,PEATON,AUTO
130,2016-0163,1,2016-12-10,2016,12,10,7,GRAL PAZ,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,MOTO,AUTO
131,2016-0164,1,2016-12-11,2016,12,11,6,AVENIDA,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,AUTO,AUTO
132,2016-0165,1,2016-12-12,2016,12,12,8,AVENIDA,Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,BICICLETA,PASAJEROS
133,2016-0168,1,2016-12-13,2016,12,13,10,AVENIDA,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,MOTO,AUTO
134,2016-0169,1,2016-12-15,2016,12,15,15,AVENIDA,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,MOTO,PASAJEROS
135,2016-0170,1,2016-12-19,2016,12,19,17,GRAL PAZ,Point (96082.96647324 107261.96873833),-58.50598256,-34.5637998,MOTO,AUTO
136,2016-0171,1,2016-12-25,2016,12,25,19,AUTOPISTA,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,MOTO,MOTO
137,2016-0172,1,2016-12-26,2016,12,26,8,AVENIDA,Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,MOTO,CARGAS
138,2016-0173,1,2016-12-26,2016,12,26,19,AVENIDA,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,MOTO,CARGAS
139,2016-0174,1,2016-12-27,2016,12,27,0,AUTOPISTA,Point (. .),,,SD,SD
140,2016-0175,1,2016-12-27,2016,12,27,8,CALLE,Point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,PEATON,BICICLETA
141,2016-0176,1,2016-12-28,2016,12,28,1,AVENIDA,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,MOTO,PASAJEROS
142,2016-0177,1,2016-12-29,2016,12,29,4,CALLE,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,PEATON,AUTO
143,2016-0178,1,2016-12-30,2016,12,30,16,CALLE,Point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,PEATON,MULTIPLE
144,2017-0001,1,2017-01-02,2017,1,2,1,AVENIDA,Point (99757.62471161 102105.99371863),-58.4659423,-34.61028571,MOTO,CARGAS
145,2017-0003,1,2017-01-05,2017,1,5,3,AVENIDA,Point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,CARGAS,CARGAS
146,2017-0007,1,2017-01-11,2017,1,11,17,CALLE,Point (107491.43483173 101547.26343171),-58.3816166,-34.61529543,PEATON,MULTIPLE
147,2017-0008,1,2017-01-16,2017,1,16,0,CALLE,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,MOTO,PASAJEROS
148,2017-0009,1,2017-01-16,2017,1,16,13,AUTOPISTA,Point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,MOTO,CARGAS
149,2017-0010,1,2017-01-16,2017,1,16,16,AVENIDA,Point (102535.57417570 100108.76675064),-58.4356488,-34.62828656,MOTO,AUTO
150,2017-0011,1,2017-01-22,2017,1,22,2,GRAL PAZ,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,MOTO,OBJETO FIJO
151,2017-0012,1,2017-01-24,2017,1,24,14,CALLE,Point (104914.66823035 97637.72796868),-58.40969005,-34.6505529,MOTO,CARGAS
152,2017-0013,1,2017-01-27,2017,1,27,7,AVENIDA,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,PEATON,CARGAS
153,2017-0014,1,2017-01-28,2017,1,28,8,AVENIDA,Point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,MOTO,MULTIPLE
154,2017-0015,1,2017-02-02,2017,2,2,15,AVENIDA,Point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,PEATON,AUTO
155,2017-0016,1,2017-02-03,2017,2,3,5,AUTOPISTA,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,MOTO,CARGAS
156,2017-0017,1,2017-02-06,2017,2,6,8,AVENIDA,Point (103145.91571023 105359.30690018),-58.429012,-34.58095431,MOTO,AUTO
157,2017-0018,1,2017-02-09,2017,2,9,7,GRAL PAZ,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,MOTO,AUTO
158,2017-0021,1,2017-02-18,2017,2,18,5,CALLE,Point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,MOTO,PASAJEROS
159,2017-0024,1,2017-02-23,2017,2,23,20,AVENIDA,Point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,PEATON,PASAJEROS
160,2017-0025,1,2017-02-24,2017,2,24,17,AVENIDA,Point (102489.38230491 97228.94942016),-58.43614426,-34.6542464,MOTO,SD
161,2017-0026,2,2017-02-26,2017,2,26,5,AVENIDA,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,AUTO,OBJETO FIJO
162,2017-0027,1,2017-02-26,2017,2,26,21,AVENIDA,Point (107333.53318866 99701.77552382),-58.38332245,-34.6319325,PEATON,AUTO
163,2017-0028,1,2017-02-28,2017,2,28,9,AVENIDA,Point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,PEATON,AUTO
164,2017-0029,1,2017-03-07,2017,3,7,2,CALLE,Point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,SD,AUTO
165,2017-0030,1,2017-03-07,2017,3,7,8,AVENIDA,Point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,AUTO,PASAJEROS
166,2017-0031,1,2017-03-11,2017,3,11,1,CALLE,Point (104889.75647602 100057.93817815),-58.4099756,-34.62873635,AUTO,OBJETO FIJO
167,2017-0032,1,2017-03-12,2017,3,12,5,GRAL PAZ,Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,AUTO,AUTO
168,2017-0033,1,2017-03-12,2017,3,12,7,GRAL PAZ,Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,AUTO,AUTO
169,2017-0034,1,2017-03-13,2017,3,13,7,CALLE,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,PEATON,AUTO
170,2017-0035,3,2017-03-23,2017,3,23,5,AVENIDA,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,AUTO,OBJETO FIJO
171,2017-0036,2,2017-03-29,2017,3,29,18,GRAL PAZ,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,MOTO,PASAJEROS
172,2017-0037,1,2017-03-31,2017,3,31,3,AVENIDA,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO,CARGAS
173,2017-0038,1,2017-04-01,2017,4,1,19,AVENIDA,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,MOTO,AUTO
174,2017-0040,1,2017-04-03,2017,4,3,9,AVENIDA,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,AUTO,MULTIPLE
175,2017-0041,1,2017-04-03,2017,4,3,23,CALLE,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,MOTO,AUTO
176,2017-0042,1,2017-04-10,2017,4,10,9,GRAL PAZ,Point (. .),,,MOTO,CARGAS
177,2017-0045,1,2017-04-14,2017,4,14,6,CALLE,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,MOTO,OBJETO FIJO
178,2017-0047,1,2017-04-23,2017,4,23,6,AVENIDA,Point (99648.31069819 95261.11808541),-58.46713742,-34.6719879,MOTO,AUTO
179,2017-0049,1,2017-04-27,2017,4,27,18,AVENIDA,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON,PASAJEROS
180,2017-0050,2,2017-04-28,2017,4,28,11,AUTOPISTA,Point (. .),,,MOTO,CARGAS
181,2017-0051,1,2017-05-01,2017,5,1,3,AUTOPISTA,Point (. .),,,AUTO,AUTO
182,2017-0052,1,2017-05-05,2017,5,5,3,GRAL PAZ,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,PEATON,CARGAS
183,2017-0053,1,2017-05-05,2017,5,5,20,CALLE,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,MOTO,CARGAS
184,2017-0054,1,2017-05-07,2017,5,7,21,AVENIDA,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,MOTO,AUTO
185,2017-0055,1,2017-05-09,2017,5,9,8,AVENIDA,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,AUTO,AUTO
